dialogue_id	turn_id	utterance
1862	a3	In the afternoon or in the morning? You know she keeps odd hours.
1862	b3	Three in the morning today and three in the afternoon tomorrow.
1863	a1	Can you tell me the price?
1863	b1	It looks like it is $1.99.
1864	a2	I'll take three, then.
1864	b2	Okay, here is your bag.
1865	a3	Thank You, here is my money.
1865	b3	Have a nice day!
1866	a1	What's your favorite Thai dish?
1866	b1	I think it would have to be pad thai.
1867	a2	It is my favorite dish too!
1867	b2	Do you prefer it with chicken or shrimp?
1868	a3	I like both but prefer shrimp. Aren't I fun?
1868	b3	I prefer shrimp. We should cook pad Thai together sometime.
1869	a1	Are we bringing our own blankets?
1869	b1	Yes we are
1870	a2	Good! The ground will probably get cold.
1870	b2	Don't forget bug spray.
1871	a3	I got it. Do you have sun block?
1871	b3	Yes. I'll bring it.
1872	a1	Can we go out for a walk?
1872	b1	Yes, lets walk in the park.
1873	a2	It's a really nice day for it!
1873	b2	Bring a jacket though because it gets cool by the lake.
1874	a3	I have a sweater that should do.
1874	b3	And make sure to bring some water too.
1875	a1	Can you help me get to sleep?
1875	b1	I can't help you sleep, but some music might.
1876	a2	What kind of music do you think will help?
1876	b2	Listen to some classical.
1877	a3	Can you put on some Chopin?
1877	b3	Sure, how about his Nocturnes?
1878	a1	Can you give me a hand?
1878	b1	I can't lift heavy things, I told you that.
1879	a2	Look, it's not that heavy and you're the only one here.
1879	b2	OK, let me try first. But if it is too heavy, we'll have to call someone.
1880	a3	Yeah that's fine, we can ask my buff next door neighbor if all else fails!
1880	b3	Can't we just ask him now?
1881	a1	How is your health now?
1881	b1	I am feeling a lot better.
1882	a2	That's good. Did you have to see the doctor?
1882	b2	No I did not have to.
1883	a3	Did you take any medicine for it?
1883	b3	No, I didn't.
1884	a1	Where is that sound coming from?
1884	b1	It's those idiots upstairs who never shut up.
1885	a2	We need to move ASAP!
1885	b2	Yeah we do, they are so loud even on weeknights.
1886	a3	Have you confronted them or filed a complaint with the landlord?
1886	b3	Not into confrontation. I think that might only make it worse.
1887	a1	So where are they really?
1887	b1	They are hiding out back in the shed.
1888	a2	Thanks, I'll take care of them.
1888	b2	Great, because I didn't want to deal with that situation.
1889	a3	Dont worry, I'll handle them.
1889	b3	Let me know how it goes.
1890	a1	How are the kids doing?
1890	b1	They are great!
1891	a2	Do they like school?
1891	b2	As much as it's possible for a kid to like school.
1892	a3	Some kids really like school.
1892	b3	Yeah my kids do
1893	a1	Did you get any good presents?
1893	b1	Yes I did
1894	a2	Anything in particular?
1894	b2	Yes! I got tickets to a concert!
1895	a3	Awesome! Which concert?
1895	b3	The one where Pitbull is performing live.
1896	a1	Can you take my dog to the vet?
1896	b1	I would be happy to, is it alright?
1897	a2	Yes, he just need his shots.
1897	b2	What shots does he need?
1898	a3	I have no idea what they are called.
1898	b3	Well they should have a record of what he needs.
1899	a1	Will you join me for tea?
1899	b1	Yes. I'd be happy to join you for tea.
1900	a2	When would you like to go?
1900	b2	I could be ready by noon!
1901	a3	I will see you then!
1901	b3	I look forward to it.
1902	a1	Can you suggest anything on the menu?
1902	b1	I recommend the falafel and spinach burger, a little different, but to die for!
1903	a2	Ok, you order that and I'll have a double coronary with bacon.
1903	b2	Why don't you try the spinach burger with some regular fries?
1904	a3	Because that sounds just disgusting.
1904	b3	And your burger that comes with pre admission papers to the hospital doesn't sound disgusting? Let's compromise and get a club sandwich.
1905	a1	Is it raining out there?
1905	b1	No, now it's not raining, but it looks so dark outside that I think it will rain later.
1906	a2	I guess I should grab my umbrella before we leave.
1906	b2	That would be a good idea.
1907	a3	Ok, let me go grab it.
1907	b3	can you get me one too?
1908	a1	Are you free this afternoon?
1908	b1	No sorry I have plans.
1909	a2	That's too bad.
1909	b2	How about Friday afternoon we do lunch instead?
1910	a3	Sure, if it can wait till 1 pm or later.
1910	b3	Yes, it can! Let's head down to the waterfront and have lunch at that new seafood place.
1911	a1	Can you lend me a hand?
1911	b1	Yes I can
1912	a2	Thank you, could you also pass me a wrench?
1912	b2	Sure here you go
1913	a3	Thanks, how about a flashlight too?
1913	b3	What exactly are you doing?
1914	a1	It took you awhile to get here, were you busy?
1914	b1	No I just got stuck in some really bad traffic.
1915	a2	I was starting to get worried, glad you made it.
1915	b2	Me too, now I need to unwind.
1916	a3	Yeah, I bet
1916	b3	How do you propose we do that?
1917	a1	Could you help me?
1917	b1	What can I do?
1918	a2	You can start organizing the food in the pantry.
1918	b2	I'll get right to it.
1919	a3	Thank you, I appreciate it.
1919	b3	Will I put the cheese in the pantry or in the refrigerator?
1920	a1	How was your day today?
1920	b1	Terrible! How was yours?
1921	a2	What made your day terrible?
1921	b2	I failed in my Trigonometry test.
1922	a3	Did you study?
1922	b3	Yes, but I really stink at Trig.
1923	a1	Have you seen my dog?
1923	b1	I think he's in the neighbor's backyard.
1924	a2	What is he doing there?
1924	b2	Digging in the dirt.
1925	a3	I will go over to get him
1925	b3	I will come with you, that neighbor won't be thrilled when they get a look at that yard.
1926	a1	Did you get her a present?
1926	b1	Yes mam, I did.
1927	a2	Did you get anything I suggested?
1927	b2	No mam, I did not
1928	a3	What did you end up purchasing?
1928	b3	I purchased perfume that I know she likes.
1929	a1	I couldn't hear you very well, could you repeat please?
1929	b1	Sure, I said 'please pass me the salt'
1930	a2	Of course. Here you go.
1930	b2	Is the pepper nearby too?
1931	a3	It is; would you like me to pass it to you?
1931	b3	Would you please?
1932	a1	How did you do that?
1932	b1	I used a tablesaw
1933	a2	That sounds very dangerous.
1933	b2	It was very dangerous, you have to be careful not to cut your finger with the saw.
1934	a3	I think I'll leave that sort of thing to you, then!
1934	b3	OK and I'll leave the cooking to you!
1935	a1	Do you know who won?
1935	b1	The Warriors won.
1936	a2	That's great, they're on a roll.
1936	b2	That's why they're my favorite team!
1937	a3	I like the Titans, but they never do very well.
1937	b3	yes I agree, it's a good team
1938	a1	Did you watch the game last night?
1938	b1	No, I had to work. How was it?
1939	a2	Man, you missed out! It was great!
1939	b2	Ah I wish I could've seen it. I guess I could just find highlights on youtube though.
1940	a3	The highlights won't do it justice. You really missed out.
1940	b3	Ah, sorry to hear that.
1941	a1	Are you guys hungry?
1941	b1	yes, very hungry!
1942	a2	Good, go get us some lunch.
1942	b2	No you go get it, i'm busy.
1943	a3	No can do my friend, looks like we will all starve to death.
1943	b3	How about we go together to get food?
1944	a1	Do you want to eat breakfast with me?
1944	b1	Yes I do at 9 o clock.
1945	a2	What do you want to eat?
1945	b2	I would like pancakes!
1946	a3	I love pancakes. We can do that for sure!
1946	b3	Sounds great! See you then.
1947	a1	Can you get me some coffee?
1947	b1	Yup, here you go!
1948	a2	Cream and sugar, please.
1948	b2	No cream. Will milk do?
1949	a3	Milk is fine, thanks.
1949	b3	Do you still want the sugar?
1950	a1	Could you please help me pack a bag for the hospital?
1950	b1	Yes, what do you want to take?
1951	a2	I want to take everything I'll need to stay a couple of nights.
1951	b2	Okay, where can I find your toothpaste?
1952	a3	Top drawer on the right in the bathroom.
1952	b3	What else do you need?
1953	a1	Is it cold outside?
1953	b1	Yes. it's very cold
1954	a2	Shew, I hate that!
1954	b2	It's January in Michigan, of course it's cold!
1955	a3	Well, I'm from Florida! I'm used to balmy weather in January.
1955	b3	Hah, must be nice!
1956	a1	Can you edit this picture?
1956	b1	Yes. What edits did you want?
1957	a2	I would like you to place tress in front of all the people I hate.
1957	b2	Tress? I assume you mean trees?
1958	a3	No, sorry, I meant Tess, my new girlfriend.
1958	b3	Trees might work better.
1959	a1	Can you meet me at the coffeeshop?
1959	b1	Yes, what time?
1960	a2	Let's meet at 4 o'clock.
1960	b2	No good, I have a Dr's appointment around then. How about 5 o'clock?
1961	a3	I have to be at the airport at 5. How about tomorrow?
1961	b3	Why are you going to the airport? Are you leaving out of town?
1962	a1	Do you take cream or sugar?
1962	b1	Yes, just cream please.
1963	a2	Here you go.
1963	b2	Great, fresh cream is the best.
1964	a3	I'm partial to black with sugar when it's this cold.
1964	b3	I never add sugar to anything I drink.
1965	a1	Why would you do that?
1965	b1	because it is fun
1966	a2	That makes sense, not to me, but it makes sense.
1966	b2	Have you ever tried it?
1967	a3	No, it doesn't make sense to me like I said.
1967	b3	Try it anyway!
1968	a1	What time does the post office here close?
1968	b1	It closes at 4 pm
1969	a2	What time does it open tomorrow?
1969	b2	I believe it's 8am.
1970	a3	Ok thank you so much.
1970	b3	Oh real quick, sorry, I noticed you have PO Boxes. What are the rates for those a month?
1971	a1	What can I help you with?
1971	b1	Nothing at the moment.
1972	a2	Fine, be that way Felicia.
1972	b2	You don't have to be snarky about it.
1973	a3	Sorry, it's just been a REALLY long day.
1973	b3	I'm sure it has, but being rude to me isn't going to make your day any better.
1974	a1	How many people will be there?
1974	b1	I don't know.
1975	a2	Should I bring anything?
1975	b2	Yes, bring some cookies.
1976	a3	I can do that for sure!
1976	b3	I'm bringing my famous pasta salad.
1977	a1	Can I sit out in the sun?
1977	b1	Sure, just don't get sunburned
1978	a2	Can I borrow some sun block, please?
1978	b2	Get your own sun block.
1979	a3	I left mine at home, and you have plenty to share.
1979	b3	Ok, here's some.
1980	a1	What do you want to buy?
1980	b1	I want to get some clothes.
1981	a2	What kind of clothes?
1981	b2	I want to buy party clothes
1982	a3	But don't you need clothes for work?
1982	b3	well, I have clothes for work
1983	a1	Have you seen my glasses?
1983	b1	Yes, they are on top of your head.
1984	a2	I'm always doing that.
1984	b2	Can you see without them?
1985	a3	Yes they are just for reading.
1985	b3	Oh okay. I wish that mine were just for reading.
1986	a1	Did you bring a pic-nic blanket?
1986	b1	No, I thought there were benches to sit on.
1987	a2	Well there are, but that's not nearly as romantic.
1987	b2	Oh, well good thing I brought candles! That'll surely make this pic-nic romantic!
1988	a3	I hope you brought matches, because I don't have any!
1988	b3	I have a lighter!
1989	a1	Can I make you something to eat?
1989	b1	Yes please I am hungry
1990	a2	What do you want to eat?
1990	b2	Hamburgers and french fries?
1991	a3	Sure, I'll have that ready for you soon.
1991	b3	Thank you very much.
1992	a1	How was your day?
1992	b1	It was long.
1993	a2	At least it's over now.
1993	b2	Well, not quite.
1994	a3	Why, what do you still have to do?
1994	b3	I still have to go home.
1995	a1	Did you see the new car I bought?
1995	b1	Yeah, it looks great. You must have worked real hard to afford it, Becky.
1996	a2	I did! It was a lot of weekends and evenings.
1996	b2	Do you think you'd be able to help me fix up my old-reliable?
1997	a3	Sure, want to start this weekend?
1997	b3	Sounds great, I will just postpone my weekend of Netflix and ice cream til later.
1998	a1	What time do you work tomorrow?
1998	b1	I have a day off tomorrow.
1999	a2	Oh great, can you give me a ride then?
1999	b2	Sure, where do you need to go?
2000	a3	I have to do to the Department of Motor Vehicles.
2000	b3	I hate the DMV, what you have to do?
2001	a1	Hey, how do I look?
2001	b1	You look very handsome.
2002	a2	Thank you. I hope these pants fit well.
2002	b2	They look great on you.
2003	a3	Do my shoes match?
2003	b3	Nah, I think you should buy some new ones.
2004	a1	How was your day?
2004	b1	It was long and boring.
2005	a2	Oh I'm sorry to hear that, I had a great day.
2005	b2	Well, I'm glad one of us did.
2006	a3	Well I will make your night a good one I promise.
2006	b3	Oh good. Is that dinner on the stove? Smells delicious.
2007	a1	Where are the batteries?
2007	b1	in the car
2008	a2	Where in the car?
2008	b2	Next to my sunglasses.
2009	a3	Ok, where are your sunglasses, then?
2009	b3	Glove compartment probably.
2010	a1	How much sleep did you get last night?
2010	b1	I got a ton of sleep last night!
2011	a2	That's awesome, so did I!
2011	b2	I feel so rested.
2012	a3	Yeah, it sure beats watching the clock keep clicking over to the next hour.
2012	b3	I know, insomnia is so exhausting.
2013	a1	Do I know you from somewhere?
2013	b1	No. I don't believe so.
2014	a2	Gosh you look so familiar.
2014	b2	I don't know why.
2015	a3	You're face reminds of an old friend.
2015	b3	Well, I'm from Kentucky.
2016	a1	Do you play any sports?
2016	b1	Just soccer and basketball.
2017	a2	Are you any good at either of those?
2017	b2	I'm really good at soccer but I'm not too bad at basketball either.
2018	a3	Great maybe we can play sometime.
2018	b3	That sounds like fun.
2019	a1	Do you like ice cream?
2019	b1	Yes, I like ice cream.
2020	a2	What is your favorite flavor?
2020	b2	I really enjoy all of them.
2021	a3	Come on, I'm sure you like one flavor more than others, surely?
2021	b3	Okay then. Vanilla.
2022	a1	What made you so sick?
2022	b1	I think it was something in the water.
2023	a2	Wow, that is awful.
2023	b2	It was, I should have known not to drink the tap water
2024	a3	Well, most places have relatively clean tap water. Not your fault for assuming.
2024	b3	Next time I will boil it first!
2025	a1	I am fed up with soups, can I have some solids?
2025	b1	Once you are doing a bit better yes.
2026	a2	I feel better already.
2026	b2	Okay, we'll let's give it one more day.
2027	a3	Can't we try just a little? See how it goes?
2027	b3	It is better to wait just one more day, for your own good.
2028	a1	Is there an accessible washroom nearby?
2028	b1	Yes there Is, down the hall.
2029	a2	Thank you very much.
2029	b2	You are very welcome.
2030	a3	Have a nice day!
2030	b3	I hope you do too!
2031	a1	What did you do today?
2031	b1	Work work and more work
2032	a2	Sounds boring, but that's how it went for me as well.
2032	b2	Sometimes boring is better!
2033	a3	I'm not a fan of boring, makes the day seem longer.
2033	b3	You're right, we should just work all the time so we don't get bored.
2034	a1	What's your favorite time of day?
2034	b1	Dusk is my favorite time of day.
2035	a2	I prefer dawn because it makes me think of new beginnings.
2035	b2	I'm not a morning person at all.
2036	a3	I'm the opposite; I'm not a night person.
2036	b3	They do say opposites attract, right?
2037	a1	Where is my purse?
2037	b1	In your room.
2038	a2	Are you sure? I can't find it in there.
2038	b2	It's under your jacket!
2039	a3	No need to yell at me; it was only a question!
2039	b3	I know, but you lose stuff all the time.
2040	a1	What was your favorite place to go as a child?
2040	b1	I loved going to visit my uncle.
2041	a2	What was your uncle like?
2041	b2	He was so nice, and he always had candy.
2042	a3	I think you just liked the candy he had to give you!
2042	b3	Well, that and those horses he had.
2043	a1	How fast are you going?
2043	b1	Not fast at all
2044	a2	I asked how fast you were going, you didn't answer the question.
2044	b2	Not fast at all.
2045	a3	Stop the car. I'm getting out before you kill us both.
2045	b3	I am under the speed limit, for goodness sake! You always flip out when I'm driving!
2046	a1	What is your number?
2046	b1	I am not giving you my number!
2047	a2	C'mon! I'm not going to give it out to anyone!
2047	b2	I don't share personal info with strangers.
2048	a3	What are you talking about? We've known each other for three weeks.
2048	b3	Ask me again in another three weeks.
2049	a1	What movie do you want to watch?
2049	b1	I'll watch anything, just no musicals.
2050	a2	Have you watched Finding Nemo?
2050	b2	Do they sing at all?
2051	a3	I think Dory does, I can't remember
2051	b3	That sounds terrible!
2052	a1	What time does the game start?
2052	b1	It starts at 6:00pm.
2053	a2	Do you think it'll be a good one?
2053	b2	Definitely. Did you see the last game between them?
2054	a3	Yes, that's why I am concerned.
2054	b3	Do you want to go watch at the bar?
2055	a1	What are you doing tonight?
2055	b1	You know what I'm doing tonight!
2056	a2	Are you just staying home to watch television?
2056	b2	yep , that wht I am doing. thats what I always do.
2057	a3	Well you can go out with me if you want instead.
2057	b3	You party a little too hard for me.
2058	a1	Hey, what do you want to eat tonight?
2058	b1	Tuna and rice
2059	a2	You were offered anything you want to eat tonight, and you are going to pick tuna and rice?
2059	b2	It's been a while since we have had that.
2060	a3	what kind of tuna? What kind of rice?
2060	b3	The usual kind, I guess!
2061	a1	What's your favourite time of the year?
2061	b1	My favorite time of the year is summer
2062	a2	I find summers to be too hot.
2062	b2	Some like it hot!
2063	a3	I prefer winter more.
2063	b3	No way, the winter is too dark and dismal for me.
2064	a1	Can we eat later?
2064	b1	No I have already made plans to go out with Bob.
2065	a2	Why do you want to go out with Bob? He always stiffs you with the bill and doesn't use utensils.
2065	b2	I feel bad telling him no.
2066	a3	You are just too kind.
2066	b3	Being too kind isn't a fault for me. It's better to be kind than mean.
2067	a1	Can you take me to my appointment at ten tomorrow?
2067	b1	No, we're all booked up tomorrow. I'll call if there's an opening in the schedule.
2068	a2	All right, thank you.
2068	b2	Can I have your number?
2069	a3	Did I not give it to you already?
2069	b3	I just want to make sure I have it down right.
2070	a1	Do you prefer yellow or green?
2070	b1	I like green more than yellow.
2071	a2	I do too.
2071	b2	Never mind, I like yellow more than green
2072	a3	Not me. I still like green.
2072	b3	Do you have a favorite yellow flower?
2073	a1	Can you bring me a sweater?
2073	b1	Which one do you want?
2074	a2	The Red one, with the fringe.
2074	b2	Sorry I washed that today, it's in the dryer.
2075	a3	I'll go get it then.
2075	b3	Not if I get it first!
2076	a1	Can we go to brunch?
2076	b1	When would you like to go?
2077	a2	I want to go now; I can eat a cow!
2077	b2	Where do you want to go?
2078	a3	We should try the new restaurant at the oceanfront!
2078	b3	Not sure they would have a cow.
2079	a1	Do you think you'll go on vacation this year?
2079	b1	I am actually planning a trip to go away this fall.
2080	a2	That's great, where do you plan on going?
2080	b2	I'm thinking of going backpacking as a tourist through Afghanistan with my wife.
2081	a3	That's dumb, but have fun
2081	b3	It actually isn't as dangerous as people think.
2082	a1	What's your favorite type of food?
2082	b1	If I had to choose, probably sushi.
2083	a2	Awesome! That's mine too!
2083	b2	I really love California rolls.
2084	a3	Those are also one of my favorites!
2084	b3	Do you have a favorite sushi restaurant?
2085	a1	Did you hear about the hotel fire yesterday?
2085	b1	No! Which hotel?
2086	a2	The Motel 6 by the freeway burnt down!
2086	b2	No way, that's horrible!
2087	a3	Luckily no one was hurt.
2087	b3	What caused the fire?
2088	a1	Any thing going out today?
2088	b1	A small stack of letters and one package.
2089	a2	Add this package to the pile.
2089	b2	Why are you mailing a package this large?
2090	a3	Trust me, you don't want to know!
2090	b3	Okay, keep it a secret then. I don't care.
2091	a1	How often do you exercise?
2091	b1	I exercise everyday.
2092	a2	How long do you workout?
2092	b2	As long as I can until my energy is depleted.
2093	a3	What do you do for exercise?
2093	b3	I start with some cardio and end with strength training.
2094	a1	Can I ride to the polling place with you?
2094	b1	Sure, I'll pick you up.
2095	a2	What time are you going?
2095	b2	I want to go right after lunch. Does that work for you?
2096	a3	What time is that specifically? I have a few things going on.
2096	b3	At 2pm. Is that a good time for you?
2097	a1	When are we leaving for your uncle's house?
2097	b1	We will leave very shortly.
2098	a2	How long will we be on the road?
2098	b2	It's about three hours if we don't stop for anything.
2099	a3	We should take a break on the way though, safety first!
2099	b3	There's a good midway stopping place.
2100	a1	Have we bumped into each other before?
2100	b1	Not that I recall
2101	a2	I guess you just have a familiar face.
2101	b2	That must be it.
2102	a3	Can I buy you a drink?
2102	b3	Sure, and maybe one for my husband, he just went to the restroom.
2103	a1	Can you take me to the physiotherapist?
2103	b1	Okay please get in my car.
2104	a2	I'll need your help to get in the car.
2104	b2	What do I need to do?
2105	a3	Just hold my arm so I don't fall.
2105	b3	Here you go, take your time.
2106	a1	Are you going to church on Sunday?
2106	b1	Of course, I go every Sunday.
2107	a2	What church do you go to?
2107	b2	I go to the old catholic church downtown.
2108	a3	That thing is going to fall in one day.
2108	b3	I hope not, but it is very old
2109	a1	What haven't you tried?
2109	b1	the raw beef entree
2110	a2	Why don't you order it, and if you don't like it, we can swap plates?
2110	b2	Ok, that's very nice of you.
2111	a3	I know; I'm the sweetest guy on earth.
2111	b3	I wouldn't go that far.
2112	a1	Where are you going by the way?
2112	b1	That is none of your concern, I do not know you.
2113	a2	oh, sorry. I thought you were someone else.
2113	b2	I hope you find that someone to be extremely attractive.
2114	a3	Anyone would be more attractive than you!
2114	b3	Right back at you, buster.
2115	a1	How high can you jump?
2115	b1	I can't jump very high at all.
2116	a2	Neither can I really.
2116	b2	I used to be able to , until I got old.
2117	a3	How old ARE you?
2117	b3	Just turned 8 and a half last week!
2118	a1	Would you please mail these letters for me?
2118	b1	I'll go to the post office on my lunch break.
2119	a2	Are you sure? The queue can be really long at lunchtime.
2119	b2	That's a good point, I'll drop them in the postbox on my way home from work.
2120	a3	Oh, could you pick up dinner on the way home too?
2120	b3	Sure. What do you want for dinner?
2121	a1	Can I borrow your computer?
2121	b1	No, I need it for work.
2122	a2	Please, I'll pay you.
2122	b2	Just buy your own computer. I need mine.
2123	a3	But I'm totally broke, maybe I'll steal one from school!
2123	b3	Why don't you use the library PC?
2124	a1	Is there a pharmacy nearby?
2124	b1	Yes, on Main Street.
2125	a2	Oh great, thank you.
2125	b2	What do you need?
2126	a3	Just a few essentials and I don't want to drive too far.
2126	b3	you can order online if you don't want to drive.
2127	a1	Can we go to the park?
2127	b1	Yes, this evening.
2128	a2	What time exactly?
2128	b2	Does six work for you?
2129	a3	Yea, I think I can make it at six.
2129	b3	See you then!
2130	a1	Where is the hotel?
2130	b1	It is in downtown right by the convention center.
2131	a2	Oh, cool. Thanks!
2131	b2	Are you going to book it online?
2132	a3	Yes, I'm going to do that right now.
2132	b3	Book two rooms.
2133	a1	Can you set my alarm clock?
2133	b1	I will set it for 8 o clock.
2134	a2	Can you set it for 7:30 instead?
2134	b2	Is that your final answer?
2135	a3	Yes because I don't want to oversleep.
2135	b3	Okay well don't yell at me in the morning if you are grumpy and tired.
2136	a1	Can I borrow a pencil?
2136	b1	Sure, but you will need to sharpen it.
2137	a2	You don't have a mechanical pencil?
2137	b2	No, the lead always breaks off those.
2138	a3	Do you have a sharpener I can borrow as well?
2138	b3	Ironically, my sharpener broke last week and I haven't had a chance to buy a new one.
2139	a1	What are your plans for later?
2139	b1	I think I'm just going to stay in and watch a movie.
2140	a2	Sounds good. What movie are you going to watch?
2140	b2	I think I'll watch Harry Potter.
2141	a3	Have you read the Harry Potter books?
2141	b3	No, I haven't read a single one.
2142	a1	Where are you going?
2142	b1	I'm going home.
2143	a2	I would like to go with you.
2143	b2	Sure you can come along.
2144	a3	What will you do when you get home?
2144	b3	I don't know yet, probably watch TV.
2145	a1	Did you run out of minutes on your phone again?
2145	b1	Yes,I find it difficult to keep track of my credit balance.
2146	a2	You should get a plan with more minutes.
2146	b2	First I need a job with more paycheck.
2147	a3	Welcome to my life!
2147	b3	Seems like it's going around!
2148	a1	What have you done today?
2148	b1	I woke up and ate breakfast.
2149	a2	What did you have?
2149	b2	Bacon and eggs. You?
2150	a3	I had a poached egg on wheat toast and a banana.
2150	b3	Sounds so filling
2151	a1	Are out of your mind?
2151	b1	At this point, I think I may be.
2152	a2	Has this been going on long?
2152	b2	Since the daffodils started telling me their secrets.
2153	a3	Maybe we need to have you take a long rest. Vacation time!
2153	b3	May I bring my daffodils with me?
2154	a1	Do you think I will need to wear a coat when I go outside?
2154	b1	Yes, because if you don't you'll die.
2155	a2	Why, What's out there?
2155	b2	The cold the cold is outside.
2156	a3	Well, yeah, but, is it really that bad today?
2156	b3	It is really that cold
2157	a1	Was it on this side of the street or the other?
2157	b1	No, it was further down on the next block.
2158	a2	Let me know when you think we are close.
2158	b2	You'll see a brightly lit sign. You can't miss it.
2159	a3	You would be surprised at how easy I get lost and will miss the sign.
2159	b3	Oh, there it is. You missed it.
2160	a1	Your next appointment with who?
2160	b1	It's with my cardiologist.
2161	a2	Is everything okay? That doesn't sound good.
2161	b2	Yeah, no worries, you just got my heart a beating baby!
2162	a3	That's the cheesiest line I've ever heard.
2162	b3	Are you really going to see your cardiologist?
2163	a1	What would you like?
2163	b1	I'd like a cheeseburger and fries.
2164	a2	Awesome! Please step to the side and your order will be out in five minutes.
2164	b2	Excuse me, but I think you forgot to give me change.
2165	a3	You paid with your credit card, sir, there is no change.
2165	b3	I don't like your tone there, missy. I want to speak to the manager!
2166	a1	What did you get your Mother for Mother's Day?
2166	b1	a bouquet of red roses
2167	a2	I bet she really liked that!
2167	b2	They are her favourite.
2168	a3	Waitaminute, you told me your mother died last year!
2168	b3	She did. I brought them to her grave.
2169	a1	Would you be interested in this?
2169	b1	Why yes, I would be interested in this book.
2170	a2	What interests you most about this book?
2170	b2	I read a favorable review.
2171	a3	Are you familiar with the author?
2171	b3	yes I am
2172	a1	what did you learn in school today?
2172	b1	That people got dysentery and died.
2173	a2	Good thing dysentery isn't common anymore.
2173	b2	It could always come back.
2174	a3	Well, it's pretty unlikely
2174	b3	I'm thankful for that fact!
2175	a1	What church do you attend?
2175	b1	The Methodist church
2176	a2	What do you like about that church?
2176	b2	I like that they don't expect me to give them money.
2177	a3	You really should tithe at least, though.
2177	b3	I do when I can.
2178	a1	Do you feel better?
2178	b1	No, I feel worse
2179	a2	Do you need anything?
2179	b2	Yes, some aspirin please.
2180	a3	I only have Tylenol. Is that OK?
2180	b3	Yes, Tylenol will be fine.
2181	a1	What is your name?
2181	b1	My name is Rey.
2182	a2	Nice to meet you Rey, anything I can do for you while I am here?
2182	b2	Yeah thanks, could you get me the menu and a club soda?
2183	a3	Absolutely, I will be right back.
2183	b3	Great, thank you.
2184	a1	How's you mother doing?
2184	b1	She is quite well now.
2185	a2	That's good! I was worried about her!
2185	b2	Yeah she's doing a lot better thanks for asking.
2186	a3	When will they release her from the hospital?
2186	b3	In another three days.
2187	a1	How was your trip?
2187	b1	It was great! We had a good time.
2188	a2	When did you get back?
2188	b2	Late Tuesday night.
2189	a3	Where all did you end up going?
2189	b3	We drove cross country and stopped at a lot of places. Do you want to see my photos?
2190	a1	Why are you talking to me like that?
2190	b1	Because you're not listening!
2191	a2	I think you are being extremely rude.
2191	b2	You're not listening to me! That's rude!
2192	a3	Look here mister, I am listening to you. It is not my fault if you don't make any sense when speaking.
2192	b3	You need to calm down and take a deep breath.
2193	a1	Hey, do you know if there's a sale at that trendy clothing store today?
2193	b1	No there are never sales in that store.
2194	a2	That's unfortunate, they have so many great pieces in there.
2194	b2	I know. I too wish they had a sale someday.
2195	a3	What if I told you there was a sale today? Would you go?
2195	b3	Of course I would!
2196	a1	What should we get dad for Father's Day?
2196	b1	What about a robot vacuum cleaner?
2197	a2	Or a golf gift certificate
2197	b2	Dad hates golf. What's wrong with you?
2198	a3	Sorry, I was having a flashback to the war.
2198	b3	Did you golf during the war?
2199	a1	I like music, could you play some CDs for me?
2199	b1	You want country or pop?
2200	a2	I would prefer some old school country, please.
2200	b2	I have a blue grass CD, will that work?
2201	a3	Sure, let's try that.
2201	b3	My grandpa got me into bluegrass.
2202	a1	What time is dinner?
2202	b1	Dinner tonight is at 7 pm.
2203	a2	What are you making?
2203	b2	Are you kidding me? It's your turn to make dinner!
2204	a3	No it's not! I made dinner last night!
2204	b3	Can you please make it tonight? I'm so tired from working all day.
2205	a1	Can you send me a picture of the assignment?
2205	b1	Yes, I will email it to you later.
2206	a2	Great, Thank you!
2206	b2	Let me know when you get the email.
2207	a3	I will. Do you think this assignment will take long to do?
2207	b3	Depends on how well you know the topic.
2208	a1	Can you arrange a meeting?
2208	b1	Yes how about right now?
2209	a2	That's even better! Go ahead and grab a seat.
2209	b2	Okay, I'll be in conference room number one.
2210	a3	Oh and don't forget we will be talking about the surprise party.
2210	b3	what surprise party?
2211	a1	Do you want to stay?
2211	b1	No, I miss my home.
2212	a2	Please don't go, I'll miss you.
2212	b2	I'll come to visit you every weekend.
2213	a3	Well okay then, I guess I'll cope.
2213	b3	You should try and visit me whenever you can also.
2214	a1	Can you take me somewhere?
2214	b1	Where do you want to go?
2215	a2	The supermarket near the mall.
2215	b2	Which one, Cubs or Lunds?
2216	a3	I want to go to Lunds because it's cheaper
2216	b3	What do you want to buy anyway?
2217	a1	What kind of mascara are you wearing?
2217	b1	Maybe it's Maybelline.
2218	a2	Was it very expensive?
2218	b2	Not at all, about seven dollars. Good value.
2219	a3	Seven dollars? I just use charcoal that I get for free from the refinery.
2219	b3	If you keep using it, you might get serious health issues.
2220	a1	Have you met them yet?
2220	b1	Yes but only briefly
2221	a2	They're very nice people.
2221	b2	I thought so too!
2222	a3	OK, but you really don't have to yell.
2222	b3	Sorry I just get excited.
2223	a1	Where did you find it?
2223	b1	I found it under the couch.
2224	a2	Let me have it please. Those belong to me.
2224	b2	OK, but I think the dog chewed it some.
2225	a3	What! I knew that dog has had it out for me!
2225	b3	Oh come on! He is just a dog!
2226	a1	Do you want to eat at home?
